Sender Name;Recipient Name;Amount
Lela Kibler;Joyce Shutt;20457.46
Terry Ditman;Bette Rubio;7278.55
Roger Vorse;Melba Teixeira;626.27
Jean Vancuren;Charlie Miron;313.12
David Kramer;Randolph Longoria;591.29
Brian Harris;Scott Williams;10072.85
Virgil Williams;Sharon Bartlett;2563.87
Nancy Manrique;Shaina Trent;417.68
Rex Badman;George Watkins;36111.86
Kathleen Warwick;Gayla Shinn;5220.25
Vincent Hall;John Estrada;481.79
Robert Trager;Timothy Renfro;148760.21
Kathleen Seid;Jared Livingston;150.7
June Armantrout;Delores Kerstetter;798.82
Doris Arrington;Marlon Holmes;2780.16
Brian Marrero;Linda Harr;88.17
Simone Ainley;Ronna Wiley;324554.47
Vicki Ramos;Jeremiah Swenson;537.98
Jack Malone;Travis Kannel;79722.02
Kimberly Cox;Armando Hayes;5853.27
Debra Geary;Inez Tilley;22299.28
Joan Collins;Rayford Sullins;24244.53
Julio Jozwiak;Valerie Northrup;712.26
Marguerite Barfield;Michelle Galimi;682.87
Janice Swims;Mia Reese;431.38
Eric Jones;Wayne Wolff;405.57
Justin Burnett;Kenneth Broker;417.32
Alicia Sharp;Sean Roger;33439.92
Ralph Erickson;Elton Knight;278524.51
Diane Calvello;Lawrence Majors;682.21
Kristina Payne;David Crawford;3114.48
Deborah Geigel;Lisa Johnson;666.41
Lucas Williams;Carol Barrocas;1444.61
Christopher Moore;Quintin Caccavale;14273.48
Brian Free;Sandra Cardenas;553.24
Michael Freeman;Amy Sullivan;4178.15
Ronna Wiley;Daniel Arbogast;6815.4
Helen Watson;Gloria Hargreaves;4063.44
Vernon Scofield;Richard Davila;7461.09
Brock Parker;Matthew Mccurley;11196.0
Linda Riker;Hortencia Flowers;5965.51
Bonnie Castaneda;Michael Freeman;14515.67
Patricia Testa;Bernard Steenbergen;943.99
Noreen Bolden;Todd Thoren;3677.39
Evelyn Gonzalez;Mark Willis;2435.35
Timothy Bates;Frank Peckham;7191.61
Vernon Scofield;Marilyn Mulzer;6182.15
Patricia Whitchurch;Brian Villarreal;1210.88
Dianne Riley;Elsie Holman;142909.08
Gabriela Johnson;Mary Hardison;7460.22
Ginger Pankey;Richard Hanson;626.54
Roslyn Friesner;Ethel Hughes;903.14
Joseph Bryant;Hector Nelson;100854.79
Pamela Rhodes;Pearl Raj;4004.71
Roslyn Friesner;Jason Connors;3155.76
Timothy Hazzard;Donna Lawson;8253.47
Lorenzo Myers;Robert Estes;7484.26
Minnie Satterfield;Chelsey Bennett;497370.26
Maurice Robinson;Margaret Hilton;1368.56
Zella Sabatelli;David Ezell;3275.62
Beverly Bianco;Ronald Benson;11612.15
George Meister;Cynthia Wilcox;6389.92
Juan Schad;Rose Jones;2783.05
Jo West;Jacki Crosby;1681.37
James Terrell;Carlos Stephenson;346.43
Brianne Villalobos;Laurie Cates;1181.35
Joseph Mueller;Quintin Caccavale;4177.09
Carolyn Hough;Jason Waldrop;3552.78
Natalie Wheeler;Anthony Reed;211.75
Sara Albee;Thomas Lewis;9201.56
Robert Hawkins;Marlene Epperly;1573620.22
Cecilia Nieto;Zachary Harrington;452.78
Mary Woods;Richard Smith;11997.22
Moises Young;Jeffrey Schick;3013.65
Bethany Gamino;Rick Lowery;23747.23
Joyce Shutt;James Hankins;8460.05
Irma Woodbury;Richard Hicks;16117.33
Tina Maciel;Charles Caldwell;115.47
Michael Mclane;Heidi Levins;105.42
Melanie Holohan;Kevin Martinez;2759.8
Mathew Archie;Arthur Jordan;2504.48
Jennifer Newlan;Jennifer Nuuanu;152.64
Kelly Evans;Kelly Lewis;6937.58
Calvin Mosby;Mark Fitch;260345.63
Jamal Jackson;Christine Mccombs;30620.86
David Lind;Mary Henderson;1555.0
Francis Crocker;Amber Barboza;8955.89
Jacqueline Shockley;George Watkins;2140.18
Steve Mccall;David Jolley;3168.38
James Barnes;Jake Mccarthy;7905.94
Alfred Lambertson;Heather Simon;14554.77
James Lyon;Raul Thompson;94951.5
Sergio Ayala;Ivy Lowenstein;7667.22
Joe Newman;Bessie Cohen;119.03
Ana Light;Ana Light;748188.07
Teresa Poling;Kevin Byrnes;27940.11
Frank Peckham;Samuel Triplett;3201.33
Tonya Engen;Boyd Quick;20108.38
Kevin Martinez;James Orourke;2961.48
Helen Bush;Rona Honkanen;124550.43
Catherine Rosato;Lisa Johnson;8405.37
Janet Moody;Ronald Baker;10825.98
Clyde Streeter;Veronica Withers;5458.55
Marcelino Paxton;Karen Panto;66933.45
Laurie Cates;Arlene Ledet;239.23
Jeannie Emery;Moises Young;64614.73
Virginia Wade;Jennifer Nuuanu;5970.37
Lakeshia Jacobs;Ralph Erickson;339.12
Judy Moore;Terry Ditman;298.37
Tony Thompson;Christy Browning;2386.84
Rick Lowery;Brianne Villalobos;2060.99
Rigoberto Cupp;Michael Berkowitz;17843.49
Jo West;Cheryl Miller;8577.54
Evelyn Wilhelm;Denise Rance;1395.23
Philip Ray;Richard Colson;3059.75
George Brodsky;Flora Morin;19989.7
Sharon Beall;Ward Tartaglione;2171.24
Timothy Hazzard;Heather Simon;5239.87
Donna Osmun;Eric Yontz;31768.99
Dennis Koch;Kevin Lee;41871.41
Robert Dreese;Thomas Griswold;10734.37
Christiane Walker;Rosaline Miller;41.33
Dennis Koch;Janice Swims;1429.13
James Shick;Evelyn Wilhelm;94352.57
Joe Garza;Bryan Loeffler;21663.48
Dorothy Watkins;David Kramer;30.66
Roger Wheeler;Lois Backhaus;1904.81
Colleen Smith;Sergio Ayala;103426.25
Kevin Muir;Minerva Friedman;1991.58
Meghan Walton;William Sheets;122.25
Robert Haynes;Kevin Tucker;618.54
Melissa Reese;Stephen Tucker;5906.12
Scott Olson;Raul Thompson;191417.04
Andrea Brown;Thomas Garza;941.27
Sharon Bartlett;Joseph Preston;8840.61
Arlene Holling;Andrea Moore;21693.84
Martin Mclaughlin;John Ward;71934.01
Andrew Mondragon;Larry Chilton;3890.55
Bradley Escobar;Sandra Werner;14358.39
Shirley Cummings;Susan Fellin;4483.13
Glenn Gleen;Sergio Ayala;30458.07
Ashley Ray;Janice Smith;507.09
Derek Valentine;Erwin Nugent;1274.69
Delores Kerstetter;Jeffrey Schick;2882.88
Joanne Brown;Susann Petzold;21489.1
Richard Davila;Maryann Green;5793.29
Aubrey Rutenberg;Mary Freeman;9559.7
Fred May;Billy Carney;774.09
Christopher Marshall;Jean Jones;33819.36
Dawn Vosburg;Dawn Holley;2061.1
Marilyn Moore;Pamela Mclaughlin;175.75
Brandon Kaufman;Melissa Rodriguez;1760.94
Kathy Stone;Gwen Kissane;965.31
Marco Pettit;Heidi Levins;81.0
Marian Scarbrough;Virginia Nikas;1248.2
Mary Carey;Ashley Ray;5716.5
Gary Coleman;Pamela Watson;3391.85
Alison Ray;Linda Scheller;1934.32
Judith Rosenberg;Everett Dubray;1766.89
Rebecca Hogg;Brenda Thompson;3759.09
Philip Hill;Philip Hill;784.75
Charles Dismukes;Christopher Moore;4825.44
Timothy Thibault;Susan Williams;5075.83
Delores Kerstetter;Fredric Mathews;24851.17
Tess Gage;Ronald Lee;4693.25
Larry Copeland;Philip Christian;3424.16
Brian Marrero;Loren Ennis;21637.5
Christina Castillo;Lacey Gregory;7223.95
Kenneth Hodge;Cynthia Harkavy;62430.26
Richard Hookano;Robert Schrader;165.04
Donald Martinez;David Jolley;5499.68
Nancy Trundle;Lea Ownbey;2135.63
Jose Hargrove;Alfredo Morris;3899.39
Luke Swanson;Rebecca Stiger;7278.61
Carmen Foster;Alma Walker;614.44
James Dodd;Thomas Garrison;5787.61
Thomas Elam;Mary Ortiz;1912.41
Corrine Semien;Lonnie Leeper;6320.51
Enrique Brown;Iesha Hargis;150770.44
Johnette Oliveras;Billy Carney;46803.86
Jimmy Sturrock;Janet Moody;1188.37
Lisa Hodges;Mary Hendry;21.47
Sam Leach;Derek Valentine;86883.54
Nicholas Johnson;Bobby Shutts;1939.29
James Caceres;Damon Wheeler;9021.96
Joanne Brown;Marie Jordan;3902.71
Carol Edwards;William Layton;7752.72
Paul Guajardo;Melvin Hubbard;1882.24
James Carmack;Martha Walston;3438.87
Dee Spear;Steven Head;548.38
Dessie Tang;Vickie Lu;91.81
Bobby Shutts;Dewayne Lopez;2646.19
Christopher Spain;Michael Berkowitz;4266.28
Jose Dejesus;Shane Bradley;245.55
Justin Gill;Madlyn Fernandez;3912.54
Matthew Favorite;Lisa Slemmons;201.28
Barbara Patton;Nancy Northcutt;31839.07
Diane Calvello;David Valentine;6954.93
Emily Romo;Tony Conte;161.85
Jason Walker;Anthony Popp;7313.02
Thomas Davis;Nellie Robertson;1507.03
Stephen Poor;Louise Wilkerson;1169.66
Debbi Pezzuti;Marian Watford;10904.89
Rachael Peters;Sarah Ling;8229.59
Maurice Robinson;Gilbert Riggins;12148.32
Jacob Schieber;Richard Williamson;4916.95
Leona Harris;Clayton Ploss;5267.23
Joel Marx;John Arthur;50961.56
Brian Free;Viola Maloney;8709.36
Peter Friesenhahn;Edward White;9279.34
Donald Harrison;Melissa Rios;2743.42
Sharon Bartlett;Jack Bullock;6140.54
Karen Rollo;Mary Williams;11977.56
Minh Williams;Dennis Slayton;4118.23
Rita Gaietto;Bessie Velez;7900.68
Thomas Zordan;Judy Cardwell;4205.51
Tammy Merritt;Sergio Knisely;2163763.33
Jill Schwart;Jacquelyn Crowder;2290.1
Juanita Jiles;Essie Swagerty;25882.58
Mark Fitch;Mary Dean;17538.21
Howard Frausto;Veronica Withers;5671.66
John Gunderson;Edward Soto;5669.8
Angel Shook;Robyn Lillis;2227.88
Michael Grimm;Richard Goodwin;16428.15
Mary Bones;Jennifer Blackwell;18118.6
Norma Westbrook;Carlos Stephenson;329.39
Kimberly Ridley;Jamie Rayford;7379.65
Thomas Garza;Derek Haecker;3397.88
Douglas Gaskin;Robert Tracey;4803.7
Manuel Fisher;James Kuan;4430.01
Maria Parker;Sergio Knisely;1311.37
Cassi Charlton;Jacqueline Campbell;4823.47
Anthony Guzman;Adina Richardson;1221.84
Paul Bessette;Vivian Backey;6584.53
Randall Montoya;Rose Martinez;1329.89
Doris Kim;David Stephens;3884.01
Steven Ingram;Arthur Maasch;58.73
Irma Tindall;Lois Seal;16082.62
Cathryn Wright;Irene Regalado;102550.51
Gabriela Johnson;Desiree Folden;43756.79
Wm Washington;Neal Bell;101465.75
Herman Lozano;Elva Brooks;855.96
William Burns;Frank Peckham;2215.1
Joan Daniel;Brianne Villalobos;6859.83
Charles Smith;Malissa Gaydos;467.82
Robert Haynes;Valerie Northrup;11168.69
Joanna Briscoe;Louis Nolting;17844.05
Tommie Card;Enid Seabrook;2662.19
Ryan Bridges;Shawnee Booth;766.6
Gerald Wiener;Milagros Tiblier;1249.58
Lisa Hardison;Eric Jones;7003.43
Mary Young;Derek Haecker;77.01
George Watkins;Philip Ray;23156.28
Mari Laclair;Dan Ayer;1067.87
Jerry Huggins;Mathew Gonzales;22982.81
Jack Beard;Cheryl Moye;949.97
Kenneth Payton;James Caceres;882.11
Roger Vorse;Melvin East;7007.26
Pauline Ahearn;Marguerite Barfield;1707.96
Samantha Hemp;Helen Harrison;3513.74
Roger Gambrell;Geoffrey Dubray;5913.62
Leona Harris;Wayne Winter;2526.11
Daniel Marks;Terry Gustafson;27466.95
John Cephas;Frank Amos;52.19
Jane Liscomb;Levi Gallegos;3207.75
Susan Rustin;Jerry Holt;59957.49
Tim Broadnax;Omar Brinkman;2597.94
Norma Westbrook;Marylouise Ruffo;73170.48
Otto Barron;Nadia Williams;1176.5
Keith Brightwell;Paul Cleghorn;4715.11
Thomas Lewis;Christine Mccombs;1342.56
Stephanie Clements;Norma Ramirez;379.04
Edna Moran;Janice Smith;5268.95
Philip Hill;Lorraine Colburn;575.04
Melanie Earle;Kimberly Crum;32.12
Teresa Wakley;Robert Nelson;84932.8
Todd Pruitt;Lynn Lopez;1977.19
Paul Padilla;Zachary James;5084.22
Martha Sizer;John Munoz;26564.05
Cynthia Wilcox;Peter Marlar;0.0
Alisha Boersma;Paul Bessette;9613.83
Sidney Meier;Richard Cormier;430.97
Laura Maack;Valerie Northrup;2576.56
David Polowy;Casey Boyce;8639.22
Paul Sweeney;Carolyn Edwards;8687.54
David Hagan;Darryl Lee;153916.41
Mary Carey;Vanessa Jenkins;11365.13
Penelope Barton;Beatrice Corbett;6370.96
Helen Haines;Dorothy Duvall;47180.89
William Graham;Tommie Haymes;12250.53
Gerald Toler;Christopher Miller;333.74
Kara Kim;Zachary Mau;4514.72
Rebecca Simmerman;Ward Tartaglione;64.24
Donald Raines;Cyril Sojka;46381.72
George Heon;Christopher Miller;9128.6
Donna Lawson;Armando Hayes;707.6
Odessa Rodriquez;Darryl Lee;7471.24
Donna Gosa;Jennifer Woolery;2422.05
Viola Gillilan;Sue Laumbach;159.86
Randy Bouchard;Mildred Mattox;410123.68
Mary Cummings;Lisa Manns;2184.76
James Frazier;Randell Fortune;11938.81
Katherine Gin;Hector Taunton;155.69
Marilyn Mulzer;Dwayne Spice;46303.61
Sarah Ling;Michael Williams;3899.01
Ethel Hughes;Randolph Longoria;14244.31
Walter Schaefer;Christopher Miller;4065.39
Jose Gaines;Alison Ray;12891.9
Randell Fortune;Craig Smith;7699.44
Michael Constantino;Stacy Marinese;521.24
Todd Sale;Jayson Perkins;1977.8
Danny Bowser;Mary Page;1100.6
Dale Shaffer;Debbi Pezzuti;5851.63
Stephen Scianna;Richard Waters;64.46
Shawnee Booth;Ronald Lee;48987.95
Bryon Eastman;Martha Walston;9001.79
Sara Albee;Robert Kline;3888.76
Richard Hernandez;Gwendolyn Bell;1460.88
Stephen Nichols;Brian Harris;253.11
David Jolley;Armando Hayes;59998.94
Michael Freeman;Jacquelyne Hoare;495.75
Philip Hill;Randy Elsea;3788.97
Helen Harrison;Andrew Mondragon;9483.0
Ralph Dietlin;Molly Morgan;13278.42
Earnest Horne;George Hart;13735.18
Geoffrey Dubray;Ruth Pacheco;11432.73
Jackie Byas;Richard Snyder;11436.41
Michael Williams;Lisa Hodges;204.72
Zachary Barrera;Julia Wilkinson;138002.45
Fred Hinojosa;Ricky Sullivan;5165.3
Bennie Danielson;Cynthia Wilcox;8553.98
Sam Leach;Derek Warner;7096.33
Cynthia Soto;Alfredo Morris;126.91
Dorthy Currie;Milagros Tiblier;2058.8
Kelly Murray;Travis Canales;310.36
Deborah Lyons;Michael Horner;27067.05
Harry Sweeten;Fred Hinojosa;2973.59
David Sanderfer;Maria Galindo;9956.83
Isaura Neal;Joshua Brahm;2094.96
William Newton;Bobby Mastriano;1973.45
Lori Cunningham;Betty Ayala;7519.55
Sabrina Peabody;William Kort;1622.13
Jack Neal;Johnette Oliveras;11345.44
Shelton Yarboro;Leo Beaver;13613.5
John West;Norman Houck;37579.16
Kevin Torres;Frances Walling;142938.74
Kristen Mcafee;Ryan Bridges;105001.42
Jared Livingston;Elvira Beals;7458.04
Jonathan Stuart;Tiara Jackson;566.53
John Tatum;Jeffrey Schick;2409.06
Pearl Flaming;Martha Nitz;2923.76
Arthur Jordan;Lois Jernejcic;5982.51
Sherry Blodgett;Debbie Tovar;193075.52
Bertha Freeland;Richard Broglio;3432.71
Mary Loske;Dean Eddins;1138.09
Wesley Garcia;Lisa Slemmons;6733.26
Nestor Hayes;James Mcwilliams;22058.89
Thomas Williams;Shane Bradley;17971.64
Jacqueline Bonebright;Martin Mclaughlin;423.24
Brandon Miller;Sherry Blodgett;4036.91
William Simar;Roberto Freeman;4358.56
Calvin Ives;Vaughn Hodges;376.44
Lisa Stayton;Bessie Velez;1468.0
Sharon Beall;Jeremy Morse;3430.32
Charles Hite;Jessica Hendrix;1388.72
Jon Brigance;James Wilson;1023.29
Pamela Mclaughlin;Frank Peckham;184.62
Robert Nelson;Allen Smith;5531.73
Mathew Gonzales;Jack Neal;4438.69
Kenneth Jacobson;Vickie Townsend;9076.96
Amy Linder;Thomas Byrge;41769.59
Helen Wallace;Craig Smith;3098.38
James Maldonado;Robert Rich;48658.79
Harry Sweeten;Thomas Day;72.85
Cory Paine;Stephanie Clements;8631.61
Lillian Carpenter;Cassandra Matthews;73804.89
Pricilla Surface;Wanda Pennick;3523.88
Dewayne Lopez;Vivian Backey;3379.36
Alton Layne;Richard Davila;12186.97
Andrea Raef;Kristen Mcafee;3185.88
Cassi Charlton;Abbey Moore;5077.57
James Kurtz;Gary Collins;0.0
Diana Beaty;William Sanchez;1690.24
Michael Spann;Jerry Holt;78069.99
Abbey Moore;Mildred Gauss;2952.47
Bertha Orourke;Annie Powell;3248.33
Randolph Longoria;Eugene Gardner;120.93
Dianne Riley;Cynthia Wilcox;1743.11
Perry Jones;Wayne Winter;8913.81
John Arthur;Brian Guess;5574.75
Robert Crowther;Nicholas Johnson;91484.43
Judith Rosenberg;Mark Wendt;2227.37
Charles Dismukes;Jeannie Jackson;2117.77
Jake Mccarthy;Carolyn Edwards;16900.18
Esperanza Rehberg;Perry Stevens;9759.17
Bryan Lovett;Deborah Feliciano;10841.75
Cory Paine;Olivia Jackson;102793.47
Jimmy Torres;Roger Delgado;139.31
Emily Romo;Richard Jock;10751.57
Matthew Chavez;Claire Gurley;1508.32
Amanda Schwartz;Richard Goodwin;5293.76
Aurora Giles;Ronald More;554.28
James Smith;Lawrence Majors;949.63
Fred Clay;Pamela Mclaughlin;571.1
Michael Mclane;Jo West;94.21
Beatrice Shae;Thomas Zordan;456.48
Rolanda Schiller;Kelly Evans;86749.82
Michael Munro;Bonnie Hauser;2179.23
Dennise Francis;Lynn Lopez;184.05
Robert Tarter;Justin Gill;389.88
Raul Thompson;Odessa Rodriquez;1935.69
Ellis Snyder;Shantay Finnegan;98132.94
Linda Smith;Teresa Poling;22855.95
Maria Parker;Richard Brunton;47781.0
Alice Pointer;Lisa Manns;665.15
Bryan Lovett;Mary Hoover;2101.58
Dianne Riley;Donald Raines;2040.3
Eddie Hickman;Christy Browning;1185.48
Juan Mendoza;Jason Membreno;6971.91
Irma Woodbury;Nathan Hodak;4954.29
Gwen Kissane;Michael Jones;196.0
Ruth Ortiz;James Wilson;188.42
Lewis Haughney;Minerva Friedman;730.76
Ginger Pankey;Lori Lucas;8392.64
James Thomas;Richard Osborn;17434.72
Shane Knost;Melvin Rodvold;3443.68
Marlon Holmes;Wanda Wright;10288.11
Patricia Stallworth;Eunice Bublitz;4994.07
Michael Mccusker;Miguel Wells;88.78
Shawn Nichelson;Martha Sizer;9005.8
Janice Swims;Cynthia Hatch;2598.22
Pauline Thomen;Philip Ray;8598.24
Anderson Henderson;Robert Shannon;5119.25
Lela Kibler;Timothy Lout;232.12
Elvira Beals;Eda Gordon;4200.22
Milagros Tiblier;David Valentine;3144.5
Richard Jock;Melvin Hubbard;492.3
Patricia Miraglia;Jeremy Price;455.74
Deborah Geigel;Robert Klein;6412.54
Carol Snyder;Margaret Guerrero;196.7
Rona Honkanen;Angel Shook;19887.07
Randal Farr;Elizabeth Macias;6904.75
Angela Stevenson;Maurice Gerald;1293.3
Charlie Miron;Martha Walston;72772.44
Jennifer Monjaras;Humberto Bates;125264.0
Scott Nickel;Anthony Berger;1644.26
Edward Padilla;Otto Barron;21310.04
Refugio Harris;Martin Thomas;6286.19
Lakeshia Jacobs;Robert Mcgraw;16594.37
Rachael Peters;Gregory Wofford;188.58
Otis Davis;Janet Young;1813.55
Eric Mikolajczyk;Bettye Eisele;13054.39
Christine Brockman;Kevin Lee;21225.5
Ashley Hart;Richard Lee;3277.48
Marsha Nunn;Theodore Mingo;603.36
Jacquelyn Sauer;Mary Cummings;3850.06
Jacqueline Hines;Mary Rivera;10981.47
Mary Slaten;Mariann Dawson;215.79
Heather Rucker;Jared Livingston;10908.33
Pete Stephens;John Lira;16724.57
Virginia Miller;Thomas Byrge;11342.25
Rex Badman;Marilyn Moore;5615.0
Nicholas Johnson;Joshua Coleman;41058.27
Darryl Lee;Martha Rousey;392.89
Juanita Jiles;Elizabeth Franks;19759.46
James Fennel;Marion Moores;19342.27
Margaret Sodhi;Justin Allen;141.37
Susan York;Javier Plourde;867.11
Robert Melena;Jenice Snyder;26940.66
Michael Constantino;Cynthia Hatch;8181.88
Lorenzo Cleckler;Darlene Shultis;1999.96
Rebecca Stiger;Cynthia Wilcox;3179.68
Paul Graves;Dorothy Fernandez;2964.09
Larry Mincy;Kristi Maloney;9274.95
John Stephen;Timmy Elfrink;5035.55
Robert Schrader;Neil Kamai;63597.74
Jack Diaz;Donald Wells;419.53
Benjamin Martin;Julia Wilkinson;235.04
Randy Elsea;Amber Walker;2161.73
Sheri Rupe;James Peralta;941.77
Sheri Rupe;Sophia Mandujano;78764.89
Milagros Tiblier;Ann Behran;12324.82
Earnest Horne;Paul Greene;247.37
Carrie Pipkin;Anna Cutshall;287288.28
David Herold;Todd Jolley;1140.08
Kevin Duque;Nicolasa George;20079.62
Lewis Haughney;Franklin Krieger;68361.7
Monte Johnson;Mary Williams;1800.74
Kelly Evans;Malissa Gaydos;3309.48
Daryl Silas;Theodore Harrelson;8307.07
Michael Echols;Charles Caldwell;9705.06
Bertha Freeland;Lois Seal;116.95
Rosario Lumpkin;Sarah Ling;14531.97
Michael Berkowitz;Rebekah Olson;37384.59
Jamal Jackson;Billy Hanna;12804.79
Bryan Lovett;Michael Echols;1905.75
Robert Melena;John Mcdermott;142.47
Laura Maack;Terry Gonzalez;6133.7
Kenneth Mott;Billy Carney;344.14
Jacqueline Randazzo;Jayson Perkins;5972.64
Robert Fontenot;Stephanie Clements;75078.31
Logan Tillman;Jerry Holt;76410.07
Phyllis Battle;Mildred Mattox;465.88
Dorothy Fernandez;Thomas Adams;1969.54
Dianne Campanile;Kimberly Cox;5910.47
Joanna Briscoe;John Ward;860.74
Mary Hoover;Mindi Neira;9474.4
Thomas Davis;Angela Page;2327.63
Barbara Rowan;David Lind;452.16
Dora Johnson;Gerard Cunningham;19010.37
Orlando Pargo;Esperanza Rehberg;1226.47
Stephany Ramos;Dortha Marsh;315412.4
Dianne Campanile;James Scott;11943.42
Adam Reeve;Jason Brown;0.0
Sue Laumbach;Arthur Peters;4574.22
Christiane Walker;Margaret Hirsch;74098.68
Cynthia Shafer;Justin Gill;1569.74
Anthony Guzman;Claire Gurley;343.74
Susan Brown;William Snell;3438.91
Jonathan Debolt;Jeremy Price;3948.45
Leroy Mckenney;Dorothy Fernandez;1375.34
Rita Sutton;Vincent Miller;6833.36
Roger Delgado;Jean Blair;1451.78
Roger Scott;Teri Akers;17807.45
Shantay Finnegan;Pauline Thomen;20435.15
Herman Jackson;Lara Taylor;6144.03
Paul Weinberg;Pamela Watson;10542.43
Pauline Cohen;Jerry Demars;14142.39
Richard Williamson;Justin Gill;87775.15
Michael Branch;William Soffer;1039.36
Robert Hawkins;Bryon Eastman;2582.09
Jacqueline Shockley;Kathleen Wright;366.21
Rebecca Stiger;Harold Cameron;5830.65
William Graham;Lanelle Baiz;1249.03
Julia Chavez;Jo Mckeller;760.95
Jeffrey Mcpherson;Veronica Marrow;148.77
Robert Lane;Michael Santiago;2185.31
Todd Jolley;Jamie Rayford;4193.25
Michael Horner;Laura Simmons;2650.05
Marian Watford;Dan Ayer;82541.42
Robert Noreen;Marguerite Barfield;8421.25
Sophia Cook;Laura Hawley;713.37
Margaret Gonzales;Denise Rance;22939.94
Bertha Barlow;Peggy Baran;764.54
Mathew Gonzales;Michael Jones;2826.73
Marcelino Paxton;Refugio Harris;4519.74
Peter Marlar;Rose Jones;53914.59
Patricia Tinker;Jewell Heath;13391.61
Diane Owens;Rex Badman;803.86
Martha Nitz;Madlyn Fernandez;1573.82
Brock Parker;Gordon Ny;218429.19
Maria Galindo;Barbara Patton;1332.52
George Brodsky;Corrine Semien;262.94
Billie Monigold;Martin Mclaughlin;58009.32
Paul Padilla;David Jolley;1975.22
Kurt Erps;Johanna Tucker;29210.87
Edward Alley;Viola Gillilan;2645.57
Isobel Duncan;Mark Willis;15155.81
Orlando Pargo;Judith Green;20249.08
Richard Weilbacher;Ramon Merlo;542.35
Martin Thomas;Michael Jones;2845.02
Dorothy Watkins;Peggy Baran;747524.52
Howard Frausto;Derrick Duff;559.58
Emmie Jenkins;Dona Hall;29610.5
Maria Hennessy;Gilbert Riggins;461.72
James Carmack;John Lira;2056.97
Carmelo Middleton;Elaina Macintyre;139136.85
Russ Brewton;Erlinda Francis;2482.66
Eric Yontz;Thomas Maestas;0.0
Robin Starr;Richard Hookano;3273.79
Alisha Seats;Mary Layden;8231.7
Enrique Brown;Angela Goldbach;2827.22
Frances Roeber;Keith Rollins;640.01
Chad Grace;Virginia Wade;3636.88
Roberto Freeman;Lawrence Devane;51551.75
Lowell Washington;Arthur Lawson;3777.2
Isobel Duncan;Dennis Hill;1525.39
Stephen Butcher;Inez Tilley;32505.76
Bettye Eisele;Marie Dorman;2396.48
Larry Chilton;Bryon Eastman;1321.01
Carmen Springer;Michael Scott;3097.73
Sherry Fox;David Frost;100.97
Penelope Barton;Richard Weilbacher;9105.0
Amy Linder;Emmanuel Luna;4223.11
Jill Campbell;Joyce Shutt;60735.09
Lois Jernejcic;Pete Stephens;1408.28
Robert Trager;Robyn Lillis;10486.33
Billie Aldridge;Shane Bradley;311.82
John Kridel;Robert Marchiori;905.09
Shirley Cummings;Cruz Redd;0.0
Jose Miller;Elvira Beals;5652.13
Jean Blair;Sandra Padilla;1288.59
Barbara Patton;Bradley Henke;273.9
Randal Farr;Barbara Smith;3190.55
Bradley Escobar;Beau Figueroa;10290.77
Lois Jernejcic;Louis Hogue;23300.1
Lorenzo Myers;June Doss;36319.94
Sidney Tartaglia;Jacqueline Hines;1021.53
Evelyn Wilhelm;Charles Carrel;5727.04
Monte Johnson;Nestor Hayes;7465.92
Kenneth Jacobson;Frances Walton;13538.13
Susan Snyder;David Lind;896.79
Eva Carroll;Lewis Moores;4559.92
Amber Walker;Richard Cormier;537.94
Brian Free;Derek Valentine;95.03
Peter Yi;Valerie Northrup;4823.5
Melissa Reese;Vernon Scofield;674.86
Kevin Torres;Eric Thorsen;26340.81
Dewey Hayes;Edward Padilla;5288.01
Bobby Mastriano;Franklin Krieger;11756.62
Elaina Macintyre;Theresa Waters;315.79
Veronica Withers;Kayla Sanchez;4055.3
Deborah Feliciano;Olga Barber;3.67
Katherine Gin;Nelson Rogers;11.12
Tonya Engen;Mary Garcia;37195.16
Carolyn Thompson;Michael Partee;765.22
Christopher Hilliard;Robert Noreen;962.8
Sergio Knisely;Mariann Dawson;169225.56
Melanie Holohan;Hugh Goodson;1631.22
Brian Marrero;Willie Anderson;12860.76
Vernon Scofield;Joseph Rojas;2672.04
Wayne Wolff;Cameron Brown;13474.93
Rebecca Eaton;Michael Su;264.52
Judith Haney;Kathleen Wise;3904.89
Jason Connors;Timothy Troia;22702.02
Lino Nall;Rebecca Hogg;892.62
Shelia Sagers;Michael Kelley;367.04
Pricilla Surface;John Estrada;1938.56
Viola Schell;Romaine Kennedy;323.33
Anthony Berger;Christopher Williams;697.0
Edward White;Tina Timothy;1200.53
Charles Aguirre;Veronica Marrow;637.26
Barbara Muterspaw;Michael Mullis;10914.73
Carline Fegley;Bruce Gioe;27627.72
Debra Filthaut;Billy Ruffo;6817.77
Lee Tilley;Bradley Henke;16867.42
Janice Smith;Timothy Bake;837.06
Robert Melena;Patricia Johnson;1102.71
Kelly Miller;Ilana Benson;23036.1
Joe Garza;Essie Swagerty;117.09
Lawrence Majors;Luke Swanson;2029.65
Blanca Nichols;Rachael Peters;8881.36
Joanne Brown;Dianne Campanile;19134.63
Thomas Davis;Robert Fontenot;1271.97
Michael Mccusker;George Brodsky;10615.54
Edward Soto;Daniel Mccall;260784.85
Helen Beck;Ruth Allen;835.28
Erwin Nugent;Doris Arrington;10550.6
Gilbert Riggins;Maria Williams;1317.57
Daniel Mccall;Jenny Moore;5146.59
